"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"2871","ct","0",24,"1","Non-Partisan","European","Independent",91618,"Residential",482052,"1"
"2872","ca","0",20,"0","Non-Partisan","","Democratic & Independent",139285,"Residential",1160022,"0"
"2873","al","1",69,"0","Republican","European","Republican",65977,"Residential",277387,"0"
"2874","pa","1",72,"1","Democratic","Other","Democratic",185000,"Apartment",425000,"1"
"2875","tx","1",62,"0","Republican","European","Republican",117000,"Residential",114633,"1"
"2876","tx","0",43,"0","Democratic","European","Democratic",57758,"Residential",59179,"1"
"2877","oh","1",26,"1","Democratic","European","Democratic & Republican",10000,"Residential",62500,"0"
"2878","mi","1",17,"1","Republican","European","Republican",47023,"Residential",59499,"0"
"2879","or","1",87,"1","Republican","European","Republican & Independent",136000,"Residential",303284,"1"
"2880","nj","0",19,"1","Democratic","Likely African-American","Democratic",91037,"Apartment",368333,"0"
"2881","nc","1",56,"0","Republican","European","Republican",24000,"Residential",151747,"1"
"2882","ny","1",59,"1","Republican","European","Republican & Independent",6000,"Residential",209374,"0"
"2883","al","1",94,"0","Republican","European","Republican",69309,"Unknown",325000,"0"
"2884","tx","1",73,"0","Democratic","European","Democratic & Republican",149000,"Residential",560556,"0"
"2885","ga","1",30,"1","Republican","European","Republican & Independent",188000,"Residential",275184,"0"
"2886","ca","1",20,"1","Non-Partisan","East and South Asian","Democratic & Independent",250000,"Residential",1245903,"0"
"2887","co","1",34,"0","Democratic","Hispanic and Portuguese","Democratic",168801,"Residential",256981,"0"
"2888","mi","1",45,"1","Democratic","European","Democratic",90918,"Residential",164999,"0"
"2889","oh","1",72,"1","Non-Partisan","European","Independent",96506,"Residential",87500,"0"
"2890","mt","1",93,"1","Democratic","European","Democratic",65000,"Residential",199894,"1"
"2891","ca","1",31,"1","Republican","European","Republican",250000,"Residential",954065,"0"
"2892","mi","0",30,"0","Non-Partisan","European","Independent",65000,"Residential",120832,"0"
"2893","nc","0",21,"0","Democratic","Likely African-American","Democratic",118000,"Apartment",64999,"0"
"2894","mt","1",39,"0","Republican","","Republican",50815,"Residential",254746,"0"
"2895","wi","1",NA,"1","Democratic","European","Democratic",55000,"Residential",NA,"0"
"2896","ca","1",54,"1","Democratic","Likely African-American","Democratic",34000,"Apartment",203946,"0"
"2897","va","0",56,"0","Republican","European","Republican",131781,"Residential",698960,"0"
"2898","nh","1",77,"0","Non-Partisan","European","Independent",97280,"Apartment",519738,"1"
"2899","tx","1",51,"1","Republican","European","Democratic & Republican",40961,"Residential",101413,"1"
"2900","ga","1",37,"1","Democratic","European","Democratic",74658,"Residential",255271,"0"
"2901","mi","0",42,"1","Democratic","Likely African-American","Democratic",10000,"Apartment",72783,"0"
"2902","nc","1",74,"0","Republican","European","Republican",180644,"Residential",351337,"0"
"2903","pa","1",49,"0","Non-Partisan","","Republican & Independent",58938,"Residential",189784,"0"
"2904","ga","1",37,"1","Republican","European","Republican",140000,"Residential",274999,"0"
"2905","ca","1",53,"0","Democratic","European","Democratic",63570,"Unknown",451851,"0"
"2906","il","0",34,"0","Democratic","Hispanic and Portuguese","Democratic & Republican",102884,"Residential",348437,"0"
"2907","fl","0",27,"1","Peace and Freedom","Hispanic and Portuguese","Independent",38399,"Apartment",133616,"0"
"2908","ca","0",29,"1","Non-Partisan","European","Independent",97749,"Apartment",940373,"0"
"2909","wa","1",47,"0","Democratic","Hispanic and Portuguese","Democratic",250000,"Residential",1000000,"0"
"2910","va","0",37,"0","Non-Partisan","European","Independent",60080,"Residential",280215,"0"
"2911","in","1",45,"1","Democratic","European","Democratic",74000,"Residential",157057,"0"
"2912","tn","1",89,"1","Republican","","Republican",99000,"Residential",361764,"1"
"2913","oh","0",28,"1","Non-Partisan","European","Republican & Independent",102000,"Residential",115131,"0"
"2914","tx","1",59,"0","Democratic","European","Democratic",9000,"Apartment",180356,"0"
"2915","tx","1",57,"0","Republican","Hispanic and Portuguese","Republican",133000,"Residential",127554,"0"
"2916","tx","1",65,"0","Republican","European","Republican",106070,"Residential",144669,"1"
"2917","wa","1",63,"1","Non-Partisan","European","Independent",78000,"Residential",189585,"1"
"2918","ny","1",54,"0","Republican","Hispanic and Portuguese","Republican",66401,"Apartment",742971,"0"
"2919","nc","1",50,"0","Non-Partisan","","Independent",212000,"Residential",581353,"0"
"2920","va","1",30,"0","Democratic","European","Democratic",129707,"Residential",285165,"0"
"2921","tx","1",73,"1","Republican","European","Republican",47000,"Residential",482842,"0"
"2922","fl","0",70,"1","Non-Partisan","East and South Asian","Independent",29000,"Apartment",333332,"0"
"2923","ok","1",32,"0","Non-Partisan","Likely African-American","Democratic & Independent",58000,"Residential",140466,"0"
"2924","wa","1",43,"1","Non-Partisan","European","Independent",181000,"Apartment",451082,"0"
"2925","id","1",48,"1","Republican","","Republican",136000,"Residential",483273,"0"
"2926","ca","1",28,"1","Democratic","Hispanic and Portuguese","Democratic",11000,"Residential",369577,"1"
"2927","wv","1",76,"0","Republican","European","Republican",85676,"Unknown",253439,"1"
"2928","mo","1",78,"0","Republican","European","Republican",32000,"Residential",62500,"1"
"2929","ca","1",21,"1","Republican","European","Republican",96000,"Residential",542452,"0"
"2930","tx","0",52,"0","Democratic","","Democratic",54031,"Residential",199739,"0"
"2931","dc","0",NA,"0","Democratic","Likely African-American","Democratic",NA,"Apartment",NA,"0"
"2932","mo","1",64,"1","Democratic","European","Democratic",93000,"Residential",291666,"1"
"2933","wi","1",90,"1","Non-Partisan","European","Independent",60404,"Residential",273200,"1"
"2934","ny","1",31,"0","Non-Partisan","European","Independent",120000,"Triplex",477867,"0"
"2935","ca","0",29,"0","Non-Partisan","European","Independent",95000,"Apartment",559407,"0"
"2936","ga","1",72,"0","Democratic","Likely African-American","Democratic",61000,"Residential",150687,"0"
"2937","oh","1",34,"0","Republican","European","Republican & Independent",250000,"Residential",261212,"0"
"2938","pa","0",32,"1","Democratic","Hispanic and Portuguese","Democratic",64000,"Unknown",79499,"0"
"2939","or","1",68,"0","Republican","European","Republican",66000,"Residential",342947,"0"
"2940","or","1",25,"1","Non-Partisan","European","Independent",250000,"Residential",894703,"0"
"2941","tx","1",18,"1","Democratic","Other","Democratic",132000,"Residential",325000,"0"
"2942","la","1",59,"1","Non-Partisan","European","Republican & Independent",222916,"Residential",293743,"1"
"2943","tx","1",75,"1","Democratic","European","Democratic",79000,"Residential",81666,"1"
"2944","fl","0",33,"1","Non-Partisan","European","Independent",90662,"Apartment",216511,"0"
"2945","ga","1",41,"0","Republican","European","Republican",109642,"Unknown",229423,"0"
"2946","ga","0",25,"0","Democratic","European","Democratic",31269,"Unknown",108945,"0"
"2947","co","1",67,"0","Non-Partisan","European","Democratic & Independent",126000,"Residential",403183,"1"
"2948","tx","1",37,"1","Democratic","European","Democratic & Republican",93503,"Residential",187500,"0"
"2949","oh","1",38,"0","Republican","European","Republican",71046,"Residential",108888,"0"
"2950","ny","1",81,"1","Democratic","European","Democratic",61226,"Apartment",519087,"0"
"2951","wa","0",25,"1","Democratic","East and South Asian","Democratic",67000,"Apartment",322601,"0"
"2952","oh","1",85,"1","Republican","European","Republican",80391,"Residential",259090,"1"
"2953","wi","1",57,"0","Republican","European","Republican",93000,"Residential",179391,"0"
"2954","az","1",57,"1","Non-Partisan","European","Independent",249000,"Residential",816938,"0"
"2955","ny","1",54,"1","Democratic","European","Democratic",116000,"Unknown",312585,"0"
"2956","tx","0",21,"0","Democratic","European","Democratic",62000,"Apartment",258905,"0"
"2957","nj","1",28,"0","Democratic","","Democratic",138000,"Residential",486485,"0"
"2958","wa","1",72,"0","Republican","European","Republican",62000,"Apartment",843284,"1"
"2959","ca","0",24,"0","Democratic","Hispanic and Portuguese","Democratic & Independent",239000,"Residential",1706265,"0"
"2960","ms","0",72,"1","Democratic","European","Democratic",18499,"Residential",145803,"0"
"2961","oh","1",70,"0","Democratic","European","Democratic & Independent",11000,"Unknown",187500,"1"
"2962","md","1",64,"0","Democratic","Likely African-American","Democratic",146000,"Residential",135249,"1"
"2963","wa","1",56,"0","Democratic","","Democratic",98000,"Apartment",122367,"0"
"2964","tx","0",66,"1","Republican","","Democratic & Republican",189000,"Residential",319511,"1"
"2965","oh","1",61,"0","Republican","European","Republican",123000,"Residential",360093,"1"
"2966","tx","1",52,"0","Democratic","European","Democratic",42618,"Residential",NA,"0"
"2967","ca","0",56,"1","Democratic","Hispanic and Portuguese","Democratic",NA,"Apartment",NA,"0"
"2968","nc","1",37,"0","Non-Partisan","European","Democratic & Republican & Independent",57603,"Residential",97674,"0"
"2969","ms","0",NA,"1","Democratic","Likely African-American","Democratic & Independent",109137,"Unknown",147673,"0"
"2970","sc","0",75,"1","Republican","European","Republican",86000,"Residential",425000,"0"
"2971","il","1",58,"0","Democratic","European","Democratic & Republican",42682,"Residential",246383,"0"
"2972","il","1",59,"1","Democratic","Likely African-American","Democratic",72454,"Residential",201802,"0"
"2973","mi","1",49,"1","Democratic","European","Democratic",31562,"Residential",87500,"1"
"2974","or","1",20,"1","Non-Partisan","East and South Asian","Independent",153000,"Duplex",1045518,"0"
"2975","tx","1",61,"0","Republican","European","Republican",161000,"Residential",326585,"0"
"2976","nh","1",NA,"0","Democratic","European","Democratic",91971,"Apartment",397659,"0"
"2977","ca","0",39,"1","Non-Partisan","East and South Asian","Independent",NA,"Apartment",287534,"0"
"2978","tx","0",48,"1","Democratic","Hispanic and Portuguese","Democratic",86000,"Apartment",162428,"0"
"2979","tx","1",63,"1","Democratic","Hispanic and Portuguese","Democratic",67044,"Apartment",248074,"0"
"2980","ca","1",55,"0","Non-Partisan","European","Independent",46374,"Residential",434000,"1"
"2981","tx","1",75,"1","Republican","European","Republican",17499,"Residential",191232,"1"
"2982","ca","1",25,"0","Republican","Other","Republican",193000,"Apartment",1067682,"0"
"2983","oh","0",49,"0","Democratic","European","Democratic & Republican",54443,"Residential",120755,"0"
"2984","fl","0",27,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",47000,"Residential",57524,"0"
"2985","ny","1",67,"1","Republican","European","Republican",72000,"Residential",165919,"1"
"2986","ca","1",49,"0","Republican","European","Democratic & Republican",250000,"Residential",4847925,"0"
"2987","md","1",40,"1","Democratic","Likely African-American","Democratic",79761,"Residential",348749,"0"
"2988","wi","1",93,"1","Democratic","European","Democratic",16000,"Apartment",125250,"0"
"2989","nc","1",51,"1","Democratic","Likely African-American","Democratic",7000,"Apartment",196267,"1"
"2990","nc","1",36,"0","Republican","European","Democratic & Republican & Independent",64000,"Residential",151902,"0"
"2991","ma","1",53,"0","Non-Partisan","Likely African-American","Independent",66361,"Apartment",351612,"1"
"2992","pa","1",23,"0","Republican","European","Democratic & Republican",172000,"Residential",265103,"0"
"2993","wi","1",28,"0","Democratic","European","Democratic",250000,"Residential",315150,"0"
"2994","ny","0",69,"1","Non-Partisan","European","Independent",135765,"Residential",512542,"1"
"2995","il","1",60,"1","Democratic","Other","Democratic & Independent",67570,"Condominium",217142,"0"
"2996","ma","0",52,"1","Non-Partisan","European","Democratic & Independent",58000,"Apartment",457662,"0"
"2997","tx","1",36,"0","Democratic","Hispanic and Portuguese","Democratic",104109,"Residential",265480,"0"
"2998","ca","1",69,"1","Republican","European","Republican",56904,"Residential",173749,"1"
"2999","la","1",27,"0","Democratic","Likely African-American","Democratic",95114,"Residential",188170,"0"
"3000","wi","1",26,"0","Republican","European","Republican",40365,"Apartment",69499,"0"
"3001","pa","1",39,"0","Republican","European","Republican",74000,"Residential",123410,"1"
"3002","ma","0",67,"1","Democratic","Hispanic and Portuguese","Democratic",115000,"Apartment",390258,"0"
"3003","ca","1",43,"0","Non-Partisan","","Independent",94362,"Apartment",237499,"0"
"3004","ca","1",56,"1","Democratic","Hispanic and Portuguese","Democratic",193000,"Residential",582800,"0"
"3005","ga","1",37,"0","Democratic","Likely African-American","Democratic",60080,"Apartment",177272,"0"
"3006","fl","0",21,"0","Non-Partisan","European","Independent",27000,"Residential",199320,"0"
"3007","ma","1",85,"1","Democratic","European","Democratic & Republican",116000,"Triplex",702301,"1"
"3008","wi","0",73,"0","Republican","European","Republican",102411,"Residential",292856,"1"
"3009","mo","1",77,"1","Republican","European","Republican",76549,"Residential",98015,"0"
"3010","tx","1",21,"0","Republican","European","Republican",111135,"Residential",313613,"0"
"3011","ia","1",35,"1","Non-Partisan","European","Independent",51000,"Apartment",70973,"1"
"3012","ma","1",28,"0","Republican","European","Republican",48000,"Apartment",538635,"0"
"3013","fl","1",37,"1","Democratic","European","Democratic",76000,"Residential",192226,"0"
"3014","ny","1",89,"1","Republican","European","Republican",87000,"Residential",495023,"1"
"3015","ca","1",19,"0","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",79629,"Apartment",290321,"0"
"3016","fl","0",63,"0","Republican","European","Republican",38000,"Unknown",283436,"0"
"3017","ks","1",55,"1","Republican","European","Republican",90460,"Residential",117433,"0"
"3018","nv","1",32,"1","Non-Partisan","East and South Asian","Republican & Independent",250000,"Residential",443181,"0"
"3019","mi","1",66,"0","Republican","","Republican",95312,"Apartment",318767,"0"
